,design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,suggested_clock_frequency,suggested_clock_period,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
0,/home/em/mpw/UETRV-ECORE/openlane/Wishbone_InterConnect,WB_InterConnect,Wishbone_InterConnect,flow completed,0h18m20s0ms,0h11m14s0ms,7477.551020408164,0.49,3738.775510204082,3.71,2164.86,1832,0,0,0,0,0,0,0,28,0,0,-1,214829,18131,0.0,0.0,-1,0.0,0.0,0.0,0.0,-1,0.0,0.0,188786010.0,0.0,14.63,12.76,4.98,4.94,-1,3333,5809,535,3011,0,0,0,3170,76,20,51,214,1290,46,10,376,376,316,10,498,6651,0,7149,50.0,20.0,20,AREA 0,5,50,1,153.6,153.18,0.65,0.3,sky130_fd_sc_hd,2,4
